id	text
zh_100287	白色:: 白色颜色最浅 吸收能量最少 传递给狗窝的能量也最少 白色使狗窝内部平均升温最少
zh_100288	白色::反射大多的光 使温度不会高
zh_100289	深灰色::狗窝内部温度上升 温度恒定 且每次实验 温度上升不变  实验结果_3次结果都相同
zh_100290	黑色:: 将狗窝墙壁涂成黑色 记录室温为_25° 将灯打开30分钟 关上灯 记录此时室内温度 恢复室温后 对深灰色 浅灰色 白色进行同种实践 对各个颜色所在的屋里的室温并记录其平均温度
zh_100291	深灰色:: 因为深灰色在光照下狗窝内部温度升高 有助于保温 根据实验数据来看 深灰色光照下温度比较稳定 更适合狗窝的涂料
zh_100292	白色::白色可以使狗窝温度大概控制在_42°C 狗是恒温动物 若温度太高会使狗不适 故42°C为最佳温度
zh_100293	深灰色::比较恒定 影响不是特别大 上图的数据中心 盖子为深灰色的_三次实验均为48°C
zh_100294	黑色::  黑色热的较快 可以在冷时保持温暖 因为黑色吸热快
zh_100295	深灰色 :: 当光照射时 颜色的鲜艳程度会使狗窝内部的温度产生变化 而当深灰色时 温度不变 实验都为_48°C
zh_100296	浅灰色::使狗窝内部温度适宜 温度只上升_21°C在10分钟内
zh_100297	白色::在夏季炎热 太阳暴晒时 保证狗窝内部不会因材料吸收太阳光而过热  _四种颜色 白色平均升温最小
zh_100298	白色 :: 白色吸收灯光中的光热 使瓶内温度上升  通过实验 _1-4使灯光照射白盖 记录下温度高于原始温所以白盖吸收灯光
zh_100299	浅灰色:: 在白天时 有日光照射 狗狗的房上会慢慢升温 在夜晚时 房内的温度将会向_四周扩散
zh_100300	白色::将使狗窝内部的温度上升相对较低 使小狗住得相对凉快，白色盖子在_10分钟后玻璃瓶内的温度的平均温度比其他颜色的平均温度都要低
zh_100301	浅灰色::中等温度，适宜狗狗们成长
zh_100302	黑色::黑色可以吸收任何，颜色的光，所以它会吸收红外线导致温度升高，实验结果亦是如此，所以可以证明黑色吸热的多
zh_100303	蓝色::用光照这蓝色。
zh_100304	黑色::狗窝内部因黑色吸热而温度升高.上述实验结果可得随着颜色深度越深而温度也随之深高
zh_100305	深灰色::狗窝与实验中的玻璃广口瓶不同，它不是密封的，热量会有_一定的散失，在密封空间中均温48度，在温度散失后较其他三种颜色，处于最佳温度。把狗窝涂上颜色，重复上述操作。
zh_100306	白色::白色狗窝涂料会使狗窝内部温度不那么高，适宜狗狗生活，去上述实验中的白色温度最低。
zh_100307	白色::可以保持狗屋的温度，由上述实验可以得出
zh_100308	白色::能够保持狗窝内的温度并且能够回升到原来的温度
zh_100309	黑色::在_三次实验结束后，黑色盖子下玻璃瓶内空气温度均高于其他颜色盖子下玻璃瓶内的空气温度，所以黑色能更好的吸收能量，便于给狗窝保暖。
zh_100310	浅灰色::冬天狗窝内部会暖和_一点，深色易吸热
zh_100311	黑色::温度
zh_100312	深灰色::极大部分光被深灰色吸收，只有少部分光被反射，盖子温度升高带动瓶内空气升温
zh_100313	白色::因为白色为浅色    热量吸收较其他深颜色比较少          其他颜色相对于白色来说过于较深
zh_100314	白色::狗窝内温度将会升温，但不会太高_40度左右，适合小狗生活；以上实验中白色盖子下 ，玻璃瓶的空气温度升高最慢，平均温度40度
