ItemId	PromptId	Score1	AnswerText
6_14656	6	1	Diffusion is used which is the movement of particles across a semi permiable  membrane from a high to low concentration. Osmosis is also used which is the movment of particles from hypotonic and hypertonic solutions.
6_14657	6	0	The cell membrane protects the cell from anything that the cell would not like inside of it. the cell wall has the same function as the cell membrane the just do not appear on the same type of cell. A third examp-le could me the
6_14658	6	0	The ER, that makes protein. The RNA, that packages the proteins, and messanger R that delivers the packaged protein.
6_14659	6	1	One way is osmosis, the way water movcs through the cell membrane. Another way is like avtive and passive transport.
6_14660	6	0	reproduction
6_14661	6	0	RNAMRNADNA
6_14662	6	0	The three processes used by the cell are the making of proteins,the packing process,and the moving of the proteins out.
6_14663	6	2	Osmosis is movement of water across a selectively permiable membrane.Diffusion requires none of the cells energy to move substances through the cells membrane.Active transport requires the cells energy to move substances through the cell's membrane by using things such as protein channels.
6_14664	6	1	Passive - Goes in and out the cell without using energy
6_14665	6	1	The cell has a permeated membrane that allows certain things in and keeps certain things out. This also allows the cell to get rid of waste.
6_14666	6	0	Cells move protien to every part of your body. There are millions of cells in your body, working to fight iff infection.Cells help keep you healthy.
6_14667	6	0	The nucleus sends out a message to the rest of the cell and the cell moves?
6_14668	6	0	The Flagellum is used to help the cell move around, and move it can move other organisms.
6_14669	6	0	1. It moves by the way the chromatids attach to the substances.2. It also moves by the nucleus drawing it closer to it.3. It also moves by the ribosomes that help the chromatids move it.
6_14670	6	0	the nucleousThe cytoplasm
6_14671	6	0	high to low,
6_14672	6	1	Cells use various types of processes to move substances across the cell membrane.  Osmosis is the process in which water is transfered between cells of diffrent types.  Cell membrane also detects which kind of materials allow to enter the cells and it will only allow it pass if it has a certain protein coating.
6_14673	6	2	One way of moving substances across the cell membrane is through Active Transport. Active Trasport uses energy to force substances out of the membrane. Passive Transport also moves substances out of the membrane, but it does not require energy. Diffusion is another way of transporting substances.
6_14674	6	0	Three processes used by cells to control the movement of substances across the membrane are: the cytoplasm slowing the substances and acting like a jello to control the movement, endoplasmic reticulum, and the golgi apparatus.
6_14675	6	0	Process one- nuclear envelope and pores allow things to travel in and out of the nucleus. Process two- Cell membrane protects the cell and also decides what can go in and out of the cell.Process three- osmosis
6_14676	6	0	identitfy they have to idetitfy the bad guy firstdestroy they have to destroy the bad guy so it doesnt harm youremember they have to remember the bad guys so they wont harm you anymore
6_14677	6	0	Three processes the cell does is hypertension and hypotension.
6_14678	6	0	energy
6_14679	6	0	The gogli apparatus is orgenelle that allows ribosomes to flow in and out to go to different locations inside the cell.The nucleoulus produces ribosomes that carry nutrients to certain parts of the cell.The Smooth ER carries out substances to the nucleus of the cell.
6_14680	6	3	Cells use processes to move substances across the cell membrane. Three ways to do this are active, passive, and diffusion. Active transport requires energy, this may use transport protiens. Passive transport does not require energy, the molecules just pass through the membrane. And diffusion is the the net movement of particles from an area of high concentration to an area of low concentration.
6_14681	6	0	1.) homeostasis-it controls the temperature of the cell to help it survive2.)
6_14682	6	0	In the cell membrane there is a barrier that protects anything from coming in the cell or out of the cell.
6_14683	6	0	decomposing
6_14684	6	0	They pass through the golgi apparatus
6_14685	6	1	1. Selective Permiability - The cell lets in certain substances through the cell membrane.
6_14686	6	0	Diffusion- A substance small enough to just float across membraneIon channel- Ions travel through a specialized tube like structure in the membrane.Sodium Potassium Pump- Exchanges sodium and potassium to keep a set ammount inside the cell at all times.
6_14687	6	0	Metaphase, anaphase and telophase? i have no idea to be honest.
6_14688	6	0	crawl,slide.pull selves with phlagellum
6_14689	6	0	The cell membrane was made with small holes that let certain things in but not the unwanted to get through.The organells also blocked certain entrances.The RNA also stoped certain cells from going through.
6_14690	6	0	The chromosomes help move things acroos the cell, the chemicals, and the substanes in the cell help move
6_14691	6	0	One is the ability to reproduce so quickly.     Two the rate at which and finaly they are very hard to extinct.
6_14692	6	1	Osmosis is used by cells to control the movement of water across their cell membrane.Diffusion is used by the cells to keep the same throughout their membranes.Homeostasis occurs so that cells keep the same throughout their membranes.
6_14693	6	0	The cell uses different types of proteins such as transport protein to decide what comes in or out. They cell can uses moving organelles such as a flagella to move to keep things from entering.  It has a double phosolipid bilayer to keep items from just coming in.
6_14694	6	0	THERE ANTIBODIES AND THERE ATOMS ALL WORK TOGETHER TO HELP THE CELL MOVE ALSO THE NEUCLIOUS FLOWS AROUND WICH GIVE THE CELL MOTION.
6_14695	6	0	The cell preforms tRNA and mRNA across the cell membrance.
6_14696	6	0	They us the gelaton type substance to capture it.They use photosynthesis for energy.They control the movement so that no energy is wasted.
6_14697	6	0	1. cells come from prexisting cells2. cells reproduce and make fertile offspring3. idk
6_14698	6	0	Osmosis,Active transport, and Facilitated disfusion
6_14699	6	0	respiration, enzymes, and ATP
6_14700	6	0	production, energy,
6_14701	6	0	The process that is used to move substances from one side of the cell membrane to the other is diffusion.  Diffusion is the movement of solid substances across the cell membrane.  Another one is called osmosis and that is when liquid substances are moved acorss the membrane from higher concentration to lower concentration areas.
6_14702	6	0	Moving from the golgi bodies to the cell wall by visicles is one way. Taking Ribosomes from the Rough ER to the golgi bodies is another. Mitosis could be another way of movement.
6_14703	6	0	First it enters from the contractile vacoule and moves across the cell through the cytoplasm.  It enters out of the cytoplasm into the endoplasmic reticulum to remove waste.
6_14704	6	1	diffusion[ where materials move on water across the membrane], selective permeability[where certain things can leave or enter the cell], and
6_14705	6	0	plasma membrand   nuclusmillia
6_14706	6	0	The first processe is RNA
6_14707	6	0	they can use trna. they can send out blood cells to slow it down they can also send out white blood cells.
6_14708	6	0	The cell chooses what can move across the cell membrane by the chemical or by the size of the substance.
6_14709	6	0	They move from one structure in the organism to another.
6_14710	6	3	Active Transport-This is the transport of something when energy is neededPassive Transport-This is the transport of something without using energyDiffusion-This is the natural movement of a higher concntration to a lower concentration.
6_14711	6	0	mitochdiran- store foodMembrane- help against bad stuff
6_14712	6	0	I think it is the cell is all was wroking not a stop to caught a air for call  wall is a stonger like a brick of a  orginazisms and he last of the is never it all was movement one place to other.
6_14713	6	0	they move through the blood  stream into the membrane . and they repuduce . and become apart of the membrane
6_14714	6	0	Fertilization.Mutualism.Reproduction.
6_14715	6	0	by controling the receptor proteinsmaking jelly preservesworshipping satan
6_14716	6	0	There is transition, translation, and transcription.
6_14717	6	0	The nucleaus will let in sugar if it needs it, it will produce lysosomes if it absorbs unwatned materiel, it will export protiens to the body if the body needs it.
6_14718	6	0	Three types of controlled movement of substances across the cell membrane include: passive transport, active transport, and diffusion. Passive transport is when they go with the gradient. Active transport is when they go against the gradient. Diffusion is the moving of water molecules throughout the cell.
6_14719	6	0	The cell uses energy to control the movement.The cell nucleus can control the movement.The proteins in the cell can control the movement.
6_14720	6	0	blood vescles send blood through the body. The immune system uses white blood cells to block off bacteria.
6_14721	6	0	1. Transports information throughout the body2. Carries oxygen throughout the body3.
6_14722	6	0	The  cells block any virus from the cell membrane.They fight  off virus and bacteria so that it can't reach the cell membrane.
6_14723	6	0	Three processes used by cells to control the movement of substances are;1.Lipids2.Mitochondria
6_14724	6	0	* Flagella controlls the movement
6_14725	6	0	Cells have a fagellum, a tail like structure to help them move, and cillia, hair like structures.
6_14726	6	0	Mitosis-the addition of more proteins.The cell cycle-this helps regulate what is going onChemosynthesis-this helps it adapt to the changing environment
6_14727	6	1	It uses osmosis to control the movement of water across the cell membrane
6_14728	6	0	Plant cells have a cell wall that only protiens can penatrate.Other cells can tell wheither or not that the substance needs to be in the cell or not.
6_14729	6	0	1)anaphase2)telophase3)manaphase
6_14730	6	0	flagellum,
6_14731	6	0	defussionosmosisactive transport
6_14732	6	0	The processes used by the cells are osmosis, facilitated transport, and active transport.
6_14733	6	0	The process used by cells to control the movement are substance of diffusion, the shape, and the size.
6_14734	6	0	flagella nucler anvolope cytoplasm
6_14735	6	0	Things can get in and out from passive transport.Things can get in and out from active transport.
6_14736	6	0	They open and close membrane.They allow food and water come in.They let waste leave the cell.
6_14737	6	0	*The cell transfers oxygen to the organs.*It moves nutrients to other parts of the body. *Cells transfer blood to organs, also.
6_14738	6	0	photosynthesis  to absorb light form the sun. goes through a step and then produces
6_14739	6	0	Protien channel lets materials in and out.Receptor protiens are like name tags.Recognition protiens determine when there is an intruder
6_14740	6	0	air, water, nerves.
6_14741	6	2	One process is osmosis which controls how much water comes in and out of the cell. Endocytosis and exocytosis are used to control the what substances enter and leave through the plasma membrane. Facilitated diffusion uses energy to allow things in or out of the cell. Selective permeability is a process that allows certain things in the cell and keeps certain things out.
6_14742	6	0	1. Osmosis- particles move through the cell membrane if there is an unequal concentration of the substance on each side of the cell membrane.2. Proteins- a cell could call some protiens to move particles from outside of the cell inside the cell or vice versa. The proteins would sit on the membrane and shoot particles through.3. phagocytosis- a cell will 'eat' another cell.
6_14743	6	0	Respiration- what cells use to liveReproduction- devolopement of new cellTranslocation- moved to different place about the cell
6_14744	6	0	some cells use tale like structurs called fegilia to move. others use use cilia or slide.
6_14745	6	0	Diffusion is the movement of low concentration to high concentration in the cell membrane. Osmosis is the movement of water going from a low concentration to a high concentration in the cell membrane.
6_14746	6	0	The cell moves its way to the cell membrane by fighting off the fungus.  Then it goes through the stages. Then gets to the cell membrane.
6_14747	6	0	The cell stretches its body to move .
6_14748	6	0	1-The substances travel through the membrane in a normal fashion. throught the pathways2-The membrane envelopes the substance and pulls it into the cell.
6_14749	6	0	the cell membrane is permeable and allows substances to enter and leave the cell.
6_14750	6	0	One proccess used by cells is diffusion were the food is slowly allowed to pass through the membrane. Another proccess is when a food particle is surrounded until it is taken into the cell.
6_14751	6	0	1. A cell is protected by a ridged cell membrane causing it to stay in place.2. A cell has flalgia, that are finger like projections, allowing it to move.3. A cell has cilia, that are hair like projections, allowing it to move.
6_14752	6	0	Mitocondrian, Golgi apparatus,
6_14753	6	0	Cell uses the mitchondria to produce energy for the cell. It uses the vacoule to store food and water for future times. Ribosomes use proteins for the cell.
6_14754	6	0	NUCLEUS WHICH GIVES INFORMATION.
6_14755	6	2	1. Active transportation - where they use energy to get across the cell membrane2.facilitated transport- where they need a key and energy to get across the membrane3. passive transport where the need niether energy or a key
6_14756	6	0	AnaphaseProphaseTelophase
6_14757	6	0	It uses small hair like structures to move around. They move back and forth across the membrane to move. then the substance can be moved any where on the cell.
6_14758	6	0	One process a cell uses is called osmosis. Osmosis helps the water transport all throughout the cell and on a permeable membrane.Another process a cell uses is called active transport because substances in the cell are being transported through the membrane to the different organelles.The other process that a cell uses is called oxygen diffusion. The oxygen is being moved around the cells to keep the body from not functioning right. It also makes it able for the cells to stay alive and not die off.
6_14759	6	3	Osmosis is when water is passing through the cell. Active transport is when the cell requires energy to move a substance throgh a membrane. Passive transport is whe a substance does not require the use of energy to be moved out of the cell.
6_14760	6	0	First there is the cell wall in plant cells that block unwanted things from entering the cell. They are there to protect the cell from getting bad things in it like a virus or bacterium or just usless things.  in the cell membrane there is a hole for things like RNA to pass through things still need to enter the cell for the cell to do its job( whatever that may be).
6_14761	6	1	Cells can Osmosis which is the process of which water passes accross a cell membrane. The cell membrane also has small gaps which limit the things that go into the cell, if something to large attempts to go in it will get stuck
6_14762	6	0	the mitocondria help keep dead cells off the cell membrane, golgi apparatus helps keep the substances moving
6_14763	6	0	isotonic: where there is the same amount of a substance in and outside the cell so the volumes are the sameHypertonic: where that amout of a sunstance is greater on the outside of a cell so it moves in through the semipermiable membraneosmosis: where a substance moves in and out of the cell
6_14764	6	1	The first process that cells use is diffusion. Cells have membranes that control what makes it into the cell and what cannot get inside the cell. The second process cells use are tunnel-like objects. Certain tunnels only can carry certain substances across the membrane and into the cell, such as a tunnel only being used for carbon. The third process cells use is called osmosis. Osmosis is the diffusion of water across a semi-permeable membrane. Water is a very simple and easy to carry molecule, so it easily diffuses, unless there is a balance of water on the inside and outside of the cell-equilibrium.
6_14765	6	0	The cells use the cell membrane to control what comes in and out of the cell.Because if anything harmful comes in the cell it could damage the newly made cells.And if those get damaged then the cells will not be made or funtion properly.
6_14766	6	0	three  processes include mRNA, tRNA, and rRNA.
6_14767	6	0	The cell wall keeps everything inside the cell. The vacuole takes out any unhealthy stuff. The mitochondria keeps everything moving and aligned.
6_14768	6	0	Homostasis
6_14769	6	2	Diffusion, this distibutes molecules evenly.Osmosis, water distributing evenly. Active Transport, the cell itself using energy to move materials.
6_14770	6	2	passive transport- doesnt require energyactive transport-requires energy
6_14771	6	0	One process used by cells to control the movement of substances is Mitosis, which splits the cells. Another process is Miosis which splits the cells again, and the third process used by cells is Mutation.
6_14772	6	2	Cells have receptors on their outside, that are in the phospholipid bilayer, that only allow substances in if they match up to the receptors perfectly. Cells also use a process in which they form a 'bubble' around a substance (endocytosis) that they want to bring into the cell (this uses ATP). Another process that cells use to control the movement of substances across the membrane is exocytosis, which is when the cell gets rid of substances by forming a 'bubble' around the substance and sending it out of the cell. This is very similar to endocytosis except it is used for the opposite goal.
6_14773	6	0	The use of RNA  MRNA     and singnals let iff by DNA
6_14774	6	0	One way would be be active transport. Another way would be by
6_14775	6	0	Cells use the membrane to move transporter proteins in and out, Also marker proteins.
6_14776	6	0	They can be carried by another organism or could be floating around. Get attached to something then it moves them.
6_14777	6	0	they use messanger thing they takek them and som other things i really dont rember so ye but that was my little thing and you people suck makeing us take the stupid tests
6_14778	6	0	First the substances travel through the ER then they go through the golgi apperatice. Then the substances travel out of the cell.
6_14779	6	0	FLAGELLA
6_14780	6	0	transportaion, translation, diffision, transportaion-the way they get around translation- the way they moved thorugh the membrain
6_14781	6	0	The cells help movement across the membrane by keeping stuff like bacteria out of the membrane and it always keep the cell in motion and using the membrane.
6_14782	6	0	cellular respiration which helps the movement digestive system, how the organism gets food and how it reproduces
6_14783	6	0	cells use vacuoles to break down any free living substances, cellular respiration for the cell to breathe, use the membrane to keep out any unwanted substances.
6_14784	6	2	Diffusion- when substances are moved from a high consintrasion to a lower consintratsion.Osmoius- when water moves through the cell membrane.
6_14785	6	0	1. Whip like tail- helps move it along.2. Fins- helps it swimOR3. Flexible body- moves by itself.
6_14786	6	1	Osmosis - Allows water to pass through the cell membrane.Diffusion - Allows substances to pass through membranes.RNA - trasfers information through cell membranes.
6_14787	6	0	The nucleus controls what moves in and out of the membrane.If harmful substances are entering, then cells will decrease yet they will reproduce at the same rate.
6_14788	6	0	movement reproduction transportation
6_14789	6	0	First would be that the cell membrane would squish in different direction to allow substances to cause no harm. Second would be that maybe the membrane would do the exact opisite and would resist any impact. Last the membrane might be to move the membrane around to make substances roll off the membrane.
6_14790	6	0	Air, Water, Oxygen     One process of movement across a cell membrane would be from air getting under the substance in the cell.  The next process of movement would be liquids getting under the substance and carrying it across the cell.  Last it would be by oxygen, this oxygen also gets underneath the substance and carries it across the cell.
6_14791	6	0	It moves by the force of the enxymes across the cell membrane.
6_14792	6	0	they wiggle they have a tail and they have a something else
6_14793	6	0	They use different types of systems depending on the proccess that the cell needs done.
6_14794	6	0	mRNA- to create protienslysosomes- to dispose of wastegolgi- to transport food
6_14795	6	0	The membrain uses osmosis to let only certin things in.The membarin stops the unwanted substances from coming in.It helps keep the cell together.
6_14796	6	0	gaudine audine and thauoine
6_14797	6	0	Ossmoses: Passing through cell wallDiffusion: Things leaveing cell wallFasilitated Diffusion: the carefull release or inbranment of stuff through cell wall
6_14798	6	0	food digestion
6_14799	6	0	cytokenisis -when the cytoplasm splits in a cellphotosynthesis- when a plant cell evolves and divides into a cell that is more equiped for the area that its incell reproduction- when the cell makes copies of itself
6_14800	6	0	They have multiple cells stop other cells like they were border patrol.
6_14801	6	1	Osmosis- Using the gradient to allow substances to move in or out of the cell.Endocytosis- Using the phospholipid bilayer to surround the matter and completely ingulf it.Exocytosis- Using the phospholipid bilayer to force waste and other uneeded material out of the cell.
6_14802	6	0	mitochondria nucleus controls where evrything is goingcytoplasm hold thing in their placemembrane moves things in out of thecell
6_14803	6	0	The cell membrane lets stuff in and out.
6_14804	6	0	osmosis
6_14805	6	0	Mitosis, Osmosis, Sexual reproduction
6_14806	6	0	One type of movement acrossed the membrane is osmosis. Osmosis is when the substance uses water to move across the membrane. Another processes is active transport. Active transport is the processes of moving acrossed the membrane by the membrane being selectivly permeable. The last processes is difussion. Diffusion is when the cells  diffuse so that they can move across the selectivly permeable membrane.
6_14807	6	0	They get rid of nutrients they dont need.They use different cells to do certain jobs.
6_14808	6	0	The cell uses it organells and cell wall and membrane to controll what gos in and comes out.
6_14809	6	0	Three processed used by cells to control the movement of subtances across the cell are called the cilia, flagnelle, and the something else.
6_14810	6	0	The ribosomes decide what enters and leaves the cell. The nucleus lets the waste exit the cell membrane. And, the mitochondria decides at times what can enter.
6_14811	6	0	The endoplasmic reticulum helps proteins travel through the cell.  Transcription and translation also take place in the cell.
6_14812	6	0	One process is habitat location.Second process is homeostasis.Third process is geographical isolation.
6_14813	6	0	Active Transport, Calvin Cycle, and Light Dependent Reactions.
6_14814	6	0	it passes through a memebrane
6_14815	6	0	substances move across the cell mebrane and the cell membrane sometimes lets substances in, ussually food and water, and nutrients
6_14816	6	3	Osmosis. The movement of water across a selectively permeable membrane.Active Transport. The movement of particles through a membrane against the concentration gradient.Passive Transport. The movement of particles through a membrane with the concentration gradient.
6_14817	6	0	Ananphase metaphase prophase
6_14818	6	0	1. dna replication2. 3. protien synthesis
6_14819	6	0	1. Cells have transfer RNA that transfers messages from the cell.2.The message is sent by the MRNA, which is messanger RNA.3. The process would be translation or transcription. Information is copied and moved around in the cell by the organelles.
6_14820	6	0	The cell membrane, the cell wall and the chloroplast.
6_14821	6	0	Three processes that calls use to control the movement of substances are channel proteins,  diffusion, and osmosis.
6_14822	6	0	1.Bacteria2.Viruses3.Vacoules
6_14823	6	0	One movement is passive movement. Passive movement alows substances to move freely through the cell membrane. The second movement requires an activation energy for substances to pass through. The third movement is when substances go through using proteins.
6_14824	6	0	cell diffusionosmosis
6_14825	6	0	The cells use the endoplasmic reticulum and as a highway to move proteins out and around the cell's insides. Also the use of trucking which carries the proteins throughout the endplamic reticulum. Messenger uses the cell to give messages or instructions to the ribosomes from the nucleus.
6_14826	6	0	Judges what it is that is trying to cross. Only allows a certain size of something to pass through. Membrane can tell if it is a bad thing. The membrane doesn't have to let everything in.
6_14827	6	0	1ENERGY2FOOD3MUCELS
6_14828	6	0	Osmosis - the movement of particle from greater areas of concentration into areas of lesser concentrationcell permeability - the cells way of controlling what is allwoed through, and what is notpinocytosis - the movement of of small particles across the plama membrane
6_14829	6	0	In diffusion the surface of the cell decised what substances go in and out of the cell. In mitosis the things inside the cell are used to move and function in the cell.In meiosis sustances pass throught the wall of the cell and do tings that help the cell do things.
6_14830	6	1	They control osmosis and diffusion. This is the movement of water across the membrane.  They also allow children to be made.  They are copied form the parents and travel across the membranes. They also attack sickness in the body especially at open wounds.
6_14831	6	0	copy- copy over genetic informationcrossing over- the cell then cross to the membranedivide- the cell then divdes into 2 sections and replicates
6_14832	6	0	Endo plasmic rectualum- the outter wasll of a cell
6_14833	6	0	the use their cytoplasm to controll where things move.They use there cell walls to keep unwanted organisms out.They use tunnels to let the wanted organisms to get in.
6_14834	6	0	Osmosis, the absorbtion of substances into the cell.Facillitated diffusinMitosis
6_14835	6	0	The cell has osmosis, which means the substances move through the membrane surface, not across. It also has Diffusion, which is how it moves things across the surface of the membrane. It also has another thing, but i can't remember it.
6_14836	6	0	There is the cell membrane, the cell wall, and the membrane bound organelles.
6_14837	6	1	Osmosis transfers water and liquid across the cell membrane.
6_14838	6	0	carry,
6_14839	6	0	1. The cell membrane has tiny pores in them, so the pores could block out certain substances that might not fit through. 2. The cell could move to a certain location to 'get away' from the particular substance being produced in it's current area.3. The cells pores have a gateway to them that could allow certain substances to get in and others to stay out.
6_14840	6	0	cell membrain cell wall potothenisis
6_14841	6	0	There are three known processes used by cells to control treh movement of substances across treh cell membrane. One of these ways is that treh cell forms itself around treh substance and then closes in, with treh cell membrane moving around it, therefore positioning it inside treh cell. Another way is that treh cell 'opens up' when treh substance or substances come in contact and then 'closing' after it reaches across treh cell membrane. Another way is that treh cell would move to it, and then absorbs it, in a way of speech.
6_14842	6	0	The DNA cant leve the nuculeos so it has the RNA come in the nuculeos and git the protean and leves the nucleos to transport the protean.
6_14843	6	0	The cell wall blocks.Proteins will carry.the transfer of chemical make up or dna.
6_14844	6	0	They use the flagellum to move.
6_14845	6	0	the cell membrane lets substances in an out of the cell.the mitochondria ships things that are need out.the golgi apperatus also removes unwanted things
6_14846	6	1	Endocytosis is the movement of substances into the cell. Exocytosis is the movement of substances out of the cell. Diffusion is the movement of substances from an area of high concentrain to an area of low concentration.
6_14847	6	0	The nuclear envelope which controls what goes through the cell.The cell membrane controls what leaves the cell.The vacuole which stores food and water for the cell.
6_14848	6	0	cell respirationcell divisoncytokinesis
6_14849	6	2	Diffusion is a high concentration to a low concentration. Osmosis is diffusion only it is with water. Facilitated diffusion is diffusion only with large molecules.
6_14850	6	1	Diffusion is when the particles pass through the membrane. Osmosis is when water carries the particles in through the membrane. Facilated diffusion is when particles are attatched to something else that is going into the membrane.
6_14851	6	0	1.Communitcation2.Filters 3.protects
6_14852	6	0	1. There is active transport. To where the cell is allowed into the cell or not. The active transport allows only certain type of organisms to enter or leave the cell.2. Diffusion is another way cells get in and out of the cells. Is where the cell, depending on it's size,  will determine whether or not that it is able to move throughout the cell.3. The other one is where the nuclear envolope sends a messeges and tells the membrane what to do from there.
6_14853	6	0	one proses is called cell movement that is where the cell is moved thrue the cell by the organells
6_14854	6	0	The rough er golgi membrane in the mitichondria
6_14855	6	0	The three process that are used to control the movement of substances cross the cell membrane is
6_14856	6	0	One is the mitocondria which controls what goes in and out of the cell. Second, is the vacole which is the stomach of the cell. Last, is the membrane which is the control center of the cell.
6_14857	6	1	Cells use three different methods to control movement of foreign substances. One for example would be diffusion. It controls the water that moves in and out of a cell. Another example would have to be that the cell wall uses methods to control what comes in and out. They have many specialized glands/openings that allow specific things to enter and leave the cell.
6_14858	6	0	trna transports the cell to the mrna which absorbs the cell which takes it to the rna which is the transformed into dna.
6_14859	6	0	ribosomes transport substancestRNA read themrRNA tells them where to go
6_14860	6	0	1. Flagella: long whip like and helps the cell move, the cell only has one                         2. Silla: little hair like and helps the cell move, many are on the cells.     3. I do not know
6_14861	6	1	Diffusion is the movement of water across the cell membrane.Cell wall keeps things in and out of the cell membrane.The selective membrane lets the good things in and keep the bad things out.
6_14862	6	0	One decription of a way the cell controls movement is by it's cell wall. The cell wall protects and sheilds the cell.     Another decription of a way the cell controls movement is by the nucleus. The nucleus keeps the cell functioining.     Lastly, another way the cell controls movement is by ribosomes.
6_14863	6	0	Three processes a cell uses to move particles through the cell membrane are through the Carrier portein, Pump protein and the Tunnel Protein.
6_14864	6	0	The cellia it has little tails that make a cell move, the water vain that go to the membran of the cell, and the memebran that controls the every thing to make the cell move.
6_14865	6	1	There are three different types of proteins used to transport  substances across the cell membrane.  These three proteins are transport, receptor, and glycoproteins.  Transport proteins transport things directly through the cell membrane, as long as they fit.  Receptor proteins check to see if the thing attemtping to pass through are good for the body or not, and let them through accordingly.  Glycoproteins only open for certain substances to be passed through the cell membrane.
6_14866	6	0	Protein synthesis and cell division.
6_14867	6	0	Pores control the movement.When Potassuim goes back and forth across cells.And when wastes are extracted from cells.
6_14868	6	0	Actice Transport.Passice Transport.Facilitative Diffusion.
6_14869	6	0	The cell membrane allows the material to get into the cell and materail from the cell to move out. The sugars go to the protein and forms the cell's protective layer. Then the enzymes go through the gateway type of process which allows enzymes to switch from one side to the other of the cell membrane. Then the cell membrane lets material go out of the cell and inside of the cell.
6_14870	6	1	Osmosis - water passing through the cell membraneCell Respiration - Cell eating, drinking, and breathing through its membrane.Cannot Remember third GO CELTICS
6_14871	6	0	cells process things coming in and out of the call membrane, calls also
6_14872	6	0	mitochondia moves stuff, lysosomes move things, and chlorophyll moves items.
6_14873	6	0	The movement acrosss the cell membrane is controlled by the type of cell, the membrane, and the flagella.
6_14874	6	1	Osmosis- Water moves through the cell membraneDiffusion- Water diffuses through the membraneAbsorbition
6_14875	6	1	Diffusion- allows materials to pass in and out of a selectively permiable membrane through the pores in the cell membrane.Osmosis- allows water to pass through a cell membrane through the pores in the cell membrane.Facilitated Diffusion- the movement of matter through a non- selectively permiable membrane.
6_14876	6	0	OsmosisActive DifffusionPassive Diffusion
6_14877	6	0	Anaphase, Metaphase, Prophase.
6_14878	6	0	THE HAVE A CELL WALL WHICH PREVENTS THINGS FROM ENTERING THE CELL AND IT ALSO PROVIDES SUPPORT TO THE CELL.
6_14879	6	1	3 processes used by cells to control the movement of substances across the cell membrane are Ion channels, which use a channel protein to move things in and out of the cells, Diffusion, which is moving a substance from a high concentration to low concentration, and Hypotonic diffusion which taking in substances.
6_14880	6	1	Osmosis is the movement of water across the cell membrane. Diffusion is another movement of substances across the membrade of the cell. Bionary fusion is another process where the cell membrane 'opens up' to let a substance in that is too big to go in the cell membrane alone.
6_14881	6	0	Carrier protiens move them through the cells membrane by opening like a gate. Flagella whip substances across the surface of the cell. Pores open to allow small enough substances to pass through the membrane.
6_14882	6	0	miosis
6_14883	6	0	They guide it.
6_14884	6	0	A cell membrane is whem the cell are attack the membrane for the cell to move thought the membrane. and how it is the number one why for the cell membrane to be attack for the cell to get out.
6_14885	6	2	Their is active transport, passive transport, and then their is gradient transport. Active transport is were the cell uses energy to bring subtances into the cell. Passive transport is where subtances pass through the memebrane with out the cell using energy to bring subtances.
6_14886	6	0	here are three processes used by cells to control movement a dog and a cat and a human.
6_14887	6	0	The cell membrane is used to control the movement of substances across a cell. The cell membrane may block out harmful substances, and the cell membrane will also let substances needed for the process into the cell. The cell membrane is very permable.
6_14888	6	0	The cell uses the cell wall and the cell membrane to help it move substances through the cell.  These help regulate what gets into the cell and what doesn't.  Once inside the cell the nucleus will decide what is done with those substances.
6_14889	6	1	Cells use diffusion to let substances permiate its membrane.Cells use facilitaded diffusion or use energy to help the substance pass through its membrane.Cells use passive diffusion or dont use energy to help the substance pass through its membrane.
6_14890	6	2	Three types of movement that cells use to move substances acrossed the membrane are, one is osomis. Osomis is the movement of water across the cell membrane. Diffusion is also one, during diffusion a substance moves from high to low concertration.
6_14891	6	0	The cells have three different processes, one is that the cell helps control movement of things in the cell. Another one is that the cell has cytoplasm that holds all the things together in the cell.
6_14892	6	0	Three processes used by cells to control the movement  of a cell is mitchodria, cyplast, and cell wall.
6_14893	6	0	Cells can transfer substances, make more or give substances.
6_14894	6	0	Diffusion is the process cells use to move liquid materials inside and out of the sell by passing through the cell membrane. Respiration is the process cells use to move needed to take in the materials needed to survive and output materials used by other organisms. Excretion is the process used by cells to remove waste products and unnecessary nutrients.
6_14895	6	0	One process is through absorbing the substance into the cell. Another process would be by certain parts of the membrane haveing different roles to fill by having a certain hole in their area this lets larger objects get through the membrane easily and effectively.
6_14896	6	0	flagellun, cell membrane, cell
6_14897	6	0	One way would be that the plasma membrane controls what comes in and out of the cell. Another way would be from osmosis. Also a way would be through diffusion.
6_14898	6	0	Reproduction- is produsing mre offsprings.
6_14899	6	0	The cell membrane use the receptors of the cell to send out messages of needs to be done. The processes are to find out what needs to be done, fix it and make sure that what was sent out is what was received.
6_14900	6	0	There are several processes used by cells to control the movement of substances across the cell membrane. Three processes are exocytosis, endocytosis, and phagocytosis.
6_14901	6	0	the cell wall protectsthe cell from substances coming in or going out of the cell.
6_14902	6	1	Selective Permiability- selects what substances get in and out of the cellActive Transport- which requires movement and creates  an opening for substances to movePassive Transport- doesnt require movement of cells to move substances
6_14903	6	0	blood flow.
6_14904	6	1	Cells have a selective membrane which only allow certain things to enter and leave the cell. It controls, for example, how much water leaves and enters the cell. Cells also use proteins as means to transport things through the cell to other cells.
