id	prompt	score
en_001554	1	1
en_001555	1	0
en_001556	1	2
en_001557	1	2
en_001558	1	3
en_001559	1	1
en_001560	1	3
en_001561	1	0
en_001562	1	0
en_001563	1	2
en_001564	1	2
en_001565	1	3
en_001566	1	3
en_001567	1	2
en_001568	1	1
en_001569	1	0
en_001570	1	3
en_001571	1	2
en_001572	1	2
en_001573	1	3
en_001574	1	1
en_001575	1	0
en_001576	1	1
en_001577	1	1
en_001578	1	1
en_001579	1	2
en_001580	1	3
en_001581	1	3
en_001582	1	0
en_001583	1	0
en_001584	1	1
en_001585	1	3
en_001586	1	0
en_001587	1	3
en_001588	1	0
en_001589	1	1
en_001590	1	3
en_001591	1	3
en_001592	1	1
en_001593	1	0
en_001594	1	2
en_001595	1	1
en_001596	1	1
en_001597	1	0
en_001598	1	0
en_001599	1	0
en_001600	1	1
en_001601	1	3
en_001602	1	2
en_001603	1	1
en_001604	1	1
en_001605	1	0
en_001606	1	0
en_001607	1	2
en_001608	1	2
en_001609	1	1
en_001610	1	0
en_001611	1	2
en_001612	1	0
en_001613	1	1
en_001614	1	2
en_001615	1	2
en_001616	1	0
en_001617	1	3
en_001618	1	2
en_001619	1	3
en_001620	1	3
en_001621	1	3
en_001622	1	1
en_001623	1	3
en_001624	1	0
en_001625	1	1
en_001626	1	2
en_001627	1	3
en_001628	1	3
en_001629	1	1
en_001630	1	3
en_001631	1	2
en_001632	1	3
en_001633	1	1
en_001634	1	3
en_001635	1	2
en_001636	1	1
en_001637	1	2
en_001638	1	2
en_001639	1	1
en_001640	1	2
en_001641	1	2
en_001642	1	1
en_001643	1	2
en_001644	1	1
en_001645	1	1
en_001646	1	1
en_001647	1	3
en_001648	1	0
en_001649	1	2
en_001650	1	0
en_001651	1	1
en_001652	1	1
en_001653	1	0
en_001654	1	2
en_001655	1	2
en_001656	1	0
en_001657	1	2
en_001658	1	3
en_001659	1	3
en_001660	1	3
en_001661	1	3
en_001662	1	2
en_001663	1	0
en_001664	1	3
en_001665	1	2
en_001666	1	2
en_001667	1	2
en_001668	1	3
en_001669	1	0
en_001670	1	0
en_001671	1	1
en_001672	1	1
